date,Town,Count,Tests
2020-11-04,Boylston,37,2945
2020-11-04,Braintree,1040,27130
2020-11-04,Brewster,129,4997
2020-11-04,Bridgewater,492,22907
2020-11-04,Brimfield,20,1753
2020-11-04,Brockton,5437,72019
2020-11-04,Brookfield,29,1823
2020-11-04,Brookline,576,64595
2020-11-04,Buckland,15,150
2020-11-04,Burlington,375,15489
2020-11-04,Cambridge,1362,260485
2020-11-04,Canton,453,18288
2020-11-04,Carlisle,30,2821
2020-11-04,Carver,108,5310
2020-11-04,Charlemont,3,704
2020-11-04,Charlton,141,8813
2020-11-04,Chatham,40,2854
2020-11-04,Chelmsford,604,23014
2020-11-04,Chelsea,4079,45164
2020-11-04,Cheshire,5,1501
2020-11-04,Chester,6,492
2020-11-04,Chesterfield,10,540
2020-11-04,Chicopee,875,32349
2020-11-04,Chilmark,3,1750
2020-11-04,Clarksburg,9,618
2020-11-04,Clinton,378,8698
2020-11-04,Cohasset,50,4129
2020-11-04,Colrain,5,852
2020-11-04,Concord,212,16654
2020-11-04,Conway,3,1086
2020-11-04,Cummington,3,509
2020-11-04,Dalton,29,3028
2020-11-04,Danvers,868,21358
2020-11-04,Dartmouth,664,23825
2020-11-04,Dedham,599,22489
2020-11-04,Deerfield,21,11483
2020-11-04,Dennis,125,5695
2020-11-04,Dighton,111,3858
2020-11-04,Douglas,80,4255
2020-11-04,Dover,38,4053
2020-11-04,Dracut,695,20758
2020-11-04,Dudley,140,19735
2020-11-04,Dunstable,16,1577
2020-11-04,Duxbury,191,9788
2020-11-04,East Bridgewater,262,7032
2020-11-04,East Brookfield,17,1061
2020-11-04,East Longmeadow,422,11481
2020-11-04,Eastham,21,1849
2020-11-04,Easthampton,175,18606
2020-11-04,Easton,406,36973
2020-11-04,Edgartown,23,4833
2020-11-04,Egremont,7,479
2020-11-04,Erving,8,1122
2020-11-04,Essex,30,1639
2020-11-04,Everett,2783,39355
2020-11-04,Fairhaven,391,11701
2020-11-04,Fall River,2887,60670
2020-11-04,Falmouth,309,20670
2020-11-04,Fitchburg,1177,26850
2020-11-04,Florida,3,245
2020-11-04,Foxborough,216,20145
2020-11-04,Framingham,2671,53217
2020-11-04,Franklin,264,16928
2020-11-04,Freetown,161,4457
2020-11-04,Gardner,289,14757
2020-11-04,Georgetown,103,4748
2020-11-04,Gill,3,2083
2020-11-04,Gloucester,410,16124
2020-11-04,Goshen,5,287
2020-11-04,Gosnold,5,110
2020-11-04,Grafton,154,12663
2020-11-04,Granby,64,3940
2020-11-04,Granville,15,766
2020-11-04,Great Barrington,86,9724
2020-11-04,Greenfield,246,12389
2020-11-04,Groton,68,8854
2020-11-04,Groveland,62,3722
2020-11-04,Hadley,53,8850
2020-11-04,Halifax,83,3720
2020-11-04,Hamilton,56,4043
2020-11-04,Hampden,114,3347
2020-11-04,Hancock,3,104
2020-11-04,Hanover,175,7447
2020-11-04,Hanson,167,5413
2020-11-04,Hardwick,11,1272
2020-11-04,Harvard,27,3356
2020-11-04,Harwich,175,6104
2020-11-04,Hatfield,22,2183
2020-11-04,Haverhill,1916,48952
2020-11-04,Hawley,0,45
2020-11-04,Heath,0,250
2020-11-04,Hingham,424,15943
2020-11-04,Hinsdale,5,1057
2020-11-04,Holbrook,276,6410
2020-11-04,Holden,205,13821
2020-11-04,Holland,15,1191
2020-11-04,Holliston,156,9188
2020-11-04,Holyoke,1441,32032
2020-11-04,Hopedale,70,3734
2020-11-04,Hopkinton,178,11126
2020-11-04,Hubbardston,18,2395
2020-11-04,Hudson,355,12003
2020-11-04,Hull,92,4897
2020-11-04,Huntington,24,1170
2020-11-04,Ipswich,112,7724
2020-11-04,Kingston,227,8640
2020-11-04,Lakeville,126,5599
2020-11-04,Lancaster,130,4416
2020-11-04,Lanesborough,11,1393
2020-11-04,Lawrence,6405,75747
2020-11-04,Lee,27,2727
2020-11-04,Leicester,228,7634
2020-11-04,Lenox,25,3301
2020-11-04,Leominster,998,26536
2020-11-04,Leverett,7,1934
2020-11-04,Lexington,383,20003
2020-11-04,Leyden,0,98
2020-11-04,Lincoln,58,4378
2020-11-04,Littleton,152,6317
2020-11-04,Longmeadow,290,11479
2020-11-04,Lowell,4327,84813
2020-11-04,Ludlow,222,12411
2020-11-04,Lunenburg,98,5667
2020-11-04,Lynn,5755,74430
2020-11-04,Lynnfield,184,8396
2020-11-04,Malden,1875,49294
2020-11-04,Manchester,32,2602
2020-11-04,Mansfield,289,13704
2020-11-04,Marblehead,302,12773
2020-11-04,Marion,37,7255
2020-11-04,Marlborough,1504,31409
2020-11-04,Marshfield,301,12700
2020-11-04,Mashpee,104,7962
2020-11-04,Mattapoisett,73,3195
2020-11-04,Maynard,115,6694
2020-11-04,Medfield,75,7910
2020-11-04,Medford,1432,87903
2020-11-04,Medway,175,7740
2020-11-04,Melrose,397,24426
2020-11-04,Mendon,54,3227
2020-11-04,Merrimac,52,3636
2020-11-04,Methuen,1744,37252
2020-11-04,Middleborough,390,13219
2020-11-04,Middlefield,0,102
2020-11-04,Middleton,375,6699
2020-11-04,Milford,885,18221
2020-11-04,Millbury,277,7795
2020-11-04,Millis,76,4471
2020-11-04,Millville,36,1406
2020-11-04,Milton,481,33623
2020-11-04,Monroe,3,40
2020-11-04,Monson,81,4398
2020-11-04,Montague,35,5178
2020-11-04,Monterey,3,512
2020-11-04,Montgomery,7,126
2020-11-04,Mount Washington,0,32
2020-11-04,Nahant,63,2391
2020-11-04,Nantucket,178,8359
2020-11-04,Natick,564,25342
2020-11-04,Needham,445,26194
2020-11-04,New Ashford,3,69
2020-11-04,New Bedford,3372,58821
2020-11-04,New Braintree,3,440
2020-11-04,New Marlborough,9,457
2020-11-04,New Salem,3,562
2020-11-04,Newbury,33,4595
2020-11-04,Newburyport,198,13443
2020-11-04,Newton,1146,134281
2020-11-04,Norfolk,131,7336
2020-11-04,North Adams,72,10080
2020-11-04,North Andover,721,57457
2020-11-04,North Attleborough,418,14335
2020-11-04,North Brookfield,30,2258
2020-11-04,North Reading,272,10778
2020-11-04,Northampton,349,30799
2020-11-04,Northborough,294,10853
2020-11-04,Northbridge,377,9674
2020-11-04,Northfield,7,2018
2020-11-04,Norton,247,34186
2020-11-04,Norwell,160,6681
2020-11-04,Norwood,789,21448
2020-11-04,Oak Bluffs,18,3159
2020-11-04,Oakham,12,924
2020-11-04,Orange,53,4547
2020-11-04,Orleans,22,2274
2020-11-04,Otis,7,583
2020-11-04,Oxford,144,7015
2020-11-04,Palmer,116,6368
2020-11-04,Paxton,66,11445
2020-11-04,Peabody,1423,36157
2020-11-04,Pelham,3,484
2020-11-04,Pembroke,192,8620
2020-11-04,Pepperell,89,5273
2020-11-04,Peru,3,195
2020-11-04,Petersham,12,646
2020-11-04,Phillipston,19,683
2020-11-04,Pittsfield,270,23678
2020-11-04,Plainfield,3,305
2020-11-04,Plainville,114,4915
2020-11-04,Plymouth,972,32883
2020-11-04,Plympton,17,1270
2020-11-04,Princeton,14,2309
2020-11-04,Provincetown,32,2107
2020-11-04,Quincy,1738,63544
2020-11-04,Randolph,1220,24833
2020-11-04,Raynham,324,8507
2020-11-04,Reading,396,17170
2020-11-04,Rehoboth,127,4967
2020-11-04,Revere,3388,52628
2020-11-04,Richmond,11,655
2020-11-04,Rochester,61,2574
2020-11-04,Rockland,425,9095
2020-11-04,Rockport,93,3422
2020-11-04,Rowe,3,194
2020-11-04,Rowley,79,3711
2020-11-04,Royalston,5,608
2020-11-04,Russell,28,816
2020-11-04,Rutland,75,5495
2020-11-04,Salem,1007,36733
2020-11-04,Salisbury,95,4304
2020-11-04,Sandisfield,8,667
2020-11-04,Sandwich,141,9224
2020-11-04,Saugus,921,21460
2020-11-04,Savoy,3,241
2020-11-04,Scituate,273,10164
2020-11-04,Seekonk,213,6009
2020-11-04,Sharon,211,11905
2020-11-04,Sheffield,26,4370
2020-11-04,Shelburne,15,2097
2020-11-04,Sherborn,27,2654
2020-11-04,Shirley,205,5678
2020-11-04,Shrewsbury,526,25794
2020-11-04,Shutesbury,3,1269
2020-11-04,Somerset,381,11056
2020-11-04,Somerville,1500,145059
2020-11-04,South Hadley,239,14718
2020-11-04,Southampton,51,3400
2020-11-04,Southborough,90,10146
2020-11-04,Southbridge,261,9529
2020-11-04,Southwick,90,4751
2020-11-04,Spencer,123,6727
2020-11-04,Springfield,4562,108944
2020-11-04,Sterling,145,6037
2020-11-04,Stockbridge,15,1050
2020-11-04,Stoneham,516,17394
2020-11-04,Stoughton,753,17494
2020-11-04,Stow,43,4540
2020-11-04,Sturbridge,73,5006
2020-11-04,Sudbury,253,12243
2020-11-04,Sunderland,29,8807
2020-11-04,Sutton,94,5225
2020-11-04,Swampscott,196,11129
2020-11-04,Swansea,257,8580
2020-11-04,Taunton,1361,35924
2020-11-04,Templeton,144,4748
2020-11-04,Tewksbury,760,25477
2020-11-04,Tisbury,27,6027
2020-11-04,Tolland,3,75
2020-11-04,Topsfield,134,4970
2020-11-04,Townsend,67,4549
2020-11-04,Truro,14,934
2020-11-04,Tyngsborough,195,6713
2020-11-04,Tyringham,3,158
2020-11-04,Upton,44,3888
2020-11-04,Uxbridge,153,7262
2020-11-04,Wakefield,470,19916
2020-11-04,Wales,8,727
2020-11-04,Walpole,370,16858
2020-11-04,Waltham,1761,107377
2020-11-04,Ware,62,5511
2020-11-04,Wareham,313,9887
2020-11-04,Warren,35,2113
2020-11-04,Warwick,3,328
2020-11-04,Washington,3,173
2020-11-04,Watertown,541,28170
2020-11-04,Wayland,146,9802
2020-11-04,Webster,392,12606
2020-11-04,Wellesley,326,62043
2020-11-04,Wellfleet,9,1283
2020-11-04,Wendell,0,544
2020-11-04,Wenham,38,4429
2020-11-04,West Boylston,88,4764
2020-11-04,West Bridgewater,182,5480
2020-11-04,West Brookfield,29,2894
2020-11-04,West Newbury,27,2562
2020-11-04,West Springfield,597,15861
2020-11-04,West Stockbridge,8,731
2020-11-04,West Tisbury,16,2216
2020-11-04,Westborough,450,13599
2020-11-04,Westfield,732,21861
2020-11-04,Westford,248,13557
2020-11-04,Westhampton,10,513
2020-11-04,Westminster,64,4358
2020-11-04,Weston,155,10803
2020-11-04,Westport,252,8461
2020-11-04,Westwood,207,10669
2020-11-04,Weymouth,1054,30718
2020-11-04,Whately,9,565
2020-11-04,Whitman,293,7772
2020-11-04,Wilbraham,319,15885
2020-11-04,Williamsburg,17,2357
2020-11-04,Williamstown,101,31046
2020-11-04,Wilmington,453,13488
2020-11-04,Winchendon,108,5230
2020-11-04,Winchester,216,17962
2020-11-04,Windsor,3,337
2020-11-04,Winthrop,629,22264
2020-11-04,Woburn,964,26965
2020-11-04,Worcester,7303,267355
2020-11-04,Worthington,3,592
2020-11-04,Wrentham,300,9579
2020-11-04,Yarmouth,153,10724
2020-11-11,Abington,383,9936
2020-11-11,Acton,247,14888
2020-11-11,Acushnet,234,6323
2020-11-11,Adams,49,4252
2020-11-11,Agawam,736,21470
2020-11-11,Alford,3,108
2020-11-11,Amesbury,251,9788
2020-11-11,Amherst,372,141587
2020-11-11,Andover,565,32868
2020-11-11,Aquinnah,3,258
2020-11-11,Arlington,469,37661
2020-11-11,Ashburnham,60,4148
2020-11-11,Ashby,30,1528
2020-11-11,Ashfield,8,926
2020-11-11,Ashland,435,13299
2020-11-11,Athol,129,7962
2020-11-11,Attleboro,1145,25854
2020-11-11,Auburn,348,11854
2020-11-11,Avon,112,2882
2020-11-11,Ayer,169,8169
2020-11-11,Barnstable,604,22165
2020-11-11,Barre,82,3081
2020-11-11,Becket,18,825
2020-11-11,Bedford,319,14927
2020-11-11,Belchertown,184,12129
2020-11-11,Bellingham,237,8664
2020-11-11,Belmont,325,23032
2020-11-11,Berkley,136,3957
2020-11-11,Berlin,35,2130
2020-11-11,Bernardston,13,1471
2020-11-11,Beverly,895,55266
2020-11-11,Billerica,876,26418
2020-11-11,Blackstone,112,4692
2020-11-11,Blandford,15,506
2020-11-11,Bolton,33,3737
2020-11-11,Boston,22839,1230454
2020-11-11,Bourne,258,13298
2020-11-11,Boxborough,38,3089
2020-11-11,Boxford,86,5249
2020-11-11,Boylston,45,3186
2020-11-11,Braintree,1088,29138
2020-11-11,Brewster,130,5276
2020-11-11,Bridgewater,517,25231
2020-11-11,Brimfield,28,1901
2020-11-11,Brockton,5634,76806
2020-11-11,Brookfield,34,1961
2020-11-11,Brookline,622,70012
2020-11-11,Buckland,15,154
2020-11-11,Burlington,415,16693
2020-11-11,Cambridge,1459,284578
2020-11-11,Canton,469,19519
2020-11-11,Carlisle,34,3054
2020-11-11,Carver,125,5631
2020-11-11,Charlemont,3,748
2020-11-11,Charlton,158,9357
2020-11-11,Chatham,46,3018
2020-11-11,Chelmsford,659,24791
2020-11-11,Chelsea,4258,48023
2020-11-11,Cheshire,6,1606
2020-11-11,Chester,6,521
2020-11-11,Chesterfield,11,570
2020-11-11,Chicopee,1045,35368
2020-11-11,Chilmark,3,1864
2020-11-11,Clarksburg,10,652
2020-11-11,Clinton,424,9280
2020-11-11,Cohasset,57,4480
2020-11-11,Colrain,5,905
2020-11-11,Concord,220,18034
2020-11-11,Conway,3,1150
2020-11-11,Cummington,3,544
2020-11-11,Dalton,35,3280
2020-11-11,Danvers,910,23015
2020-11-11,Dartmouth,768,25918
2020-11-11,Dedham,622,23997
2020-11-11,Deerfield,26,12704
2020-11-11,Dennis,129,6032
2020-11-11,Dighton,132,4205
2020-11-11,Douglas,97,4639
2020-11-11,Dover,42,4339
2020-11-11,Dracut,758,22273
2020-11-11,Dudley,161,21409
2020-11-11,Dunstable,22,1704
2020-11-11,Duxbury,199,10363
2020-11-11,East Bridgewater,270,7477
2020-11-11,East Brookfield,18,1135
2020-11-11,East Longmeadow,461,12746
2020-11-11,Eastham,21,1906
2020-11-11,Easthampton,188,20273
2020-11-11,Easton,433,40073
2020-11-11,Edgartown,37,5125
2020-11-11,Egremont,7,517
2020-11-11,Erving,8,1192
2020-11-11,Essex,32,1753
2020-11-11,Everett,3009,42472
2020-11-11,Fairhaven,436,12744
2020-11-11,Fall River,3406,66733
2020-11-11,Falmouth,323,21857
2020-11-11,Fitchburg,1354,29614
2020-11-11,Florida,3,260
2020-11-11,Foxborough,242,21504
2020-11-11,Framingham,2832,57792
2020-11-11,Franklin,320,18360
2020-11-11,Freetown,181,4878
2020-11-11,Gardner,317,15663
2020-11-11,Georgetown,111,5140
2020-11-11,Gill,3,2195
2020-11-11,Gloucester,422,16979
2020-11-11,Goshen,6,308
2020-11-11,Gosnold,5,111
2020-11-11,Grafton,176,13828
2020-11-11,Granby,73,4296
2020-11-11,Granville,17,827
2020-11-11,Great Barrington,86,10495
2020-11-11,Greenfield,254,13150
2020-11-11,Groton,75,9576
2020-11-11,Groveland,67,4009
2020-11-11,Hadley,56,9577
2020-11-11,Halifax,89,3972
2020-11-11,Hamilton,62,4352
2020-11-11,Hampden,134,3677
2020-11-11,Hancock,3,109
2020-11-11,Hanover,194,7999
2020-11-11,Hanson,182,5791
2020-11-11,Hardwick,12,1379
2020-11-11,Harvard,30,3554
2020-11-11,Harwich,181,6451
2020-11-11,Hatfield,27,2360
2020-11-11,Haverhill,2027,52690
2020-11-11,Hawley,0,48
2020-11-11,Heath,0,271
2020-11-11,Hingham,449,17005
2020-11-11,Hinsdale,6,1120
2020-11-11,Holbrook,281,6886
2020-11-11,Holden,225,14923
2020-11-11,Holland,16,1278
2020-11-11,Holliston,173,9877
2020-11-11,Holyoke,1597,34887
2020-11-11,Hopedale,76,4014
2020-11-11,Hopkinton,188,11940
2020-11-11,Hubbardston,20,2602
2020-11-11,Hudson,376,12792
2020-11-11,Hull,105,5269
2020-11-11,Huntington,27,1273
2020-11-11,Ipswich,124,8308
2020-11-11,Kingston,248,9505
2020-11-11,Lakeville,137,6072
2020-11-11,Lancaster,149,4741
2020-11-11,Lanesborough,16,1525
2020-11-11,Lawrence,7082,82287
2020-11-11,Lee,31,2996
2020-11-11,Leicester,243,8335
2020-11-11,Lenox,28,3530
2020-11-11,Leominster,1183,29340
2020-11-11,Leverett,10,2113
2020-11-11,Lexington,398,21639
2020-11-11,Leyden,0,103
2020-11-11,Lincoln,60,4691
2020-11-11,Littleton,154,6697
2020-11-11,Longmeadow,311,12595
2020-11-11,Lowell,4789,91439
2020-11-11,Ludlow,265,13682
2020-11-11,Lunenburg,129,6245
2020-11-11,Lynn,6128,80027
2020-11-11,Lynnfield,204,9092
2020-11-11,Malden,2025,53221
2020-11-11,Manchester,36,2863
2020-11-11,Mansfield,302,14836
2020-11-11,Marblehead,322,13706
2020-11-11,Marion,78,8715
2020-11-11,Marlborough,1556,33397
2020-11-11,Marshfield,330,13608
2020-11-11,Mashpee,108,8368
2020-11-11,Mattapoisett,86,3450
2020-11-11,Maynard,123,7188
2020-11-11,Medfield,91,8488
2020-11-11,Medford,1536,95849
2020-11-11,Medway,183,8357
2020-11-11,Melrose,440,26439
2020-11-11,Mendon,62,3483
2020-11-11,Merrimac,62,3930
2020-11-11,Methuen,1934,40569
2020-11-11,Middleborough,411,14330
2020-11-11,Middlefield,0,113
2020-11-11,Middleton,379,7216
2020-11-11,Milford,964,19567
2020-11-11,Millbury,298,8463
2020-11-11,Millis,83,4818
2020-11-11,Millville,43,1530
2020-11-11,Milton,509,36228
2020-11-11,Monroe,3,40
2020-11-11,Monson,90,4818
2020-11-11,Montague,39,5477
2020-11-11,Monterey,3,542
2020-11-11,Montgomery,8,140
2020-11-11,Mount Washington,0,35
2020-11-11,Nahant,70,2640
2020-11-11,Nantucket,218,9132
2020-11-11,Natick,587,27617
2020-11-11,Needham,465,28250
2020-11-11,New Ashford,3,74
2020-11-11,New Bedford,3653,63199
2020-11-11,New Braintree,3,471
2020-11-11,New Marlborough,9,500
2020-11-11,New Salem,6,594
2020-11-11,Newbury,43,5009
2020-11-11,Newburyport,229,14588
2020-11-11,Newton,1196,146873
2020-11-11,Norfolk,305,8929
2020-11-11,North Adams,75,10778
2020-11-11,North Andover,781,62422
2020-11-11,North Attleborough,455,15534
2020-11-11,North Brookfield,35,2413
2020-11-11,North Reading,302,11884
2020-11-11,Northampton,367,33343
2020-11-11,Northborough,318,11807
2020-11-11,Northbridge,429,10613
2020-11-11,Northfield,7,2128
2020-11-11,Norton,288,37462
2020-11-11,Norwell,172,7253
2020-11-11,Norwood,835,23170
2020-11-11,Oak Bluffs,21,3378
2020-11-11,Oakham,13,995
2020-11-11,Orange,59,4860
2020-11-11,Orleans,24,2379
2020-11-11,Otis,8,621
2020-11-11,Oxford,173,7552
2020-11-11,Palmer,132,6977
2020-11-11,Paxton,76,12142
2020-11-11,Peabody,1561,39330
2020-11-11,Pelham,3,519
2020-11-11,Pembroke,203,9237
2020-11-11,Pepperell,94,5654
2020-11-11,Peru,3,209
2020-11-11,Petersham,14,705
2020-11-11,Phillipston,19,735
2020-11-11,Pittsfield,376,25791
2020-11-11,Plainfield,3,334
2020-11-11,Plainville,134,5399
2020-11-11,Plymouth,1020,35057
2020-11-11,Plympton,19,1365
2020-11-11,Princeton,16,2496
2020-11-11,Provincetown,32,2160
2020-11-11,Quincy,1818,68408
2020-11-11,Randolph,1284,26639
2020-11-11,Raynham,342,9123
2020-11-11,Reading,433,18783
2020-11-11,Rehoboth,153,5459
2020-11-11,Revere,3642,56892
2020-11-11,Richmond,12,700
2020-11-11,Rochester,63,2789
2020-11-11,Rockland,457,9705
2020-11-11,Rockport,95,3647
2020-11-11,Rowe,3,204
2020-11-11,Rowley,87,3975
2020-11-11,Royalston,5,665
2020-11-11,Russell,30,895
2020-11-11,Rutland,87,5936
2020-11-11,Salem,1120,40347
2020-11-11,Salisbury,109,4647
2020-11-11,Sandisfield,8,711
2020-11-11,Sandwich,157,9724
2020-11-11,Saugus,1014,23382
2020-11-11,Savoy,3,259
2020-11-11,Scituate,285,10814
2020-11-11,Seekonk,252,6537
2020-11-11,Sharon,228,12659
2020-11-11,Sheffield,26,4877
2020-11-11,Shelburne,15,2231
2020-11-11,Sherborn,28,2861
2020-11-11,Shirley,240,6134
2020-11-11,Shrewsbury,571,27866
2020-11-11,Shutesbury,3,1369
2020-11-11,Somerset,459,12100
2020-11-11,Somerville,1620,158031
2020-11-11,South Hadley,255,16014
2020-11-11,Southampton,55,3672
2020-11-11,Southborough,95,10984
2020-11-11,Southbridge,302,10211
2020-11-11,Southwick,108,5141
2020-11-11,Spencer,136,7209
2020-11-11,Springfield,5113,118689
2020-11-11,Sterling,158,6600
2020-11-11,Stockbridge,16,1123
2020-11-11,Stoneham,547,18910
2020-11-11,Stoughton,794,18869
2020-11-11,Stow,51,4895
2020-11-11,Sturbridge,80,5401
2020-11-11,Sudbury,261,13066
2020-11-11,Sunderland,31,9618
2020-11-11,Sutton,112,5678
2020-11-11,Swampscott,212,12139
2020-11-11,Swansea,324,9458
2020-11-11,Taunton,1423,38498
2020-11-11,Templeton,154,5109
2020-11-11,Tewksbury,818,27510
2020-11-11,Tisbury,57,6475
2020-11-11,Tolland,3,77
2020-11-11,Topsfield,138,5331
2020-11-11,Townsend,88,4922
2020-11-11,Truro,14,964
2020-11-11,Tyngsborough,220,7219
2020-11-11,Tyringham,3,168
2020-11-11,Upton,51,4179
2020-11-11,Uxbridge,204,7944
2020-11-11,Wakefield,505,21508
2020-11-11,Wales,10,792
2020-11-11,Walpole,399,18112
2020-11-11,Waltham,1866,117579
2020-11-11,Ware,72,5990
2020-11-11,Wareham,339,10524
2020-11-11,Warren,37,2273
2020-11-11,Warwick,3,345
2020-11-11,Washington,3,186
2020-11-11,Watertown,592,30425
2020-11-11,Wayland,152,10643
2020-11-11,Webster,423,13568
2020-11-11,Wellesley,337,66886
2020-11-11,Wellfleet,12,1332
2020-11-11,Wendell,0,577
2020-11-11,Wenham,41,4692
2020-11-11,West Boylston,93,5111
2020-11-11,West Bridgewater,188,5904
2020-11-11,West Brookfield,31,3038
2020-11-11,West Newbury,32,2759
2020-11-11,West Springfield,689,17425
2020-11-11,West Stockbridge,9,781
2020-11-11,West Tisbury,16,2366
2020-11-11,Westborough,464,14607
2020-11-11,Westfield,802,23735
2020-11-11,Westford,267,14402
2020-11-11,Westhampton,10,557
2020-11-11,Westminster,71,4719
2020-11-11,Weston,170,11546
2020-11-11,Westport,305,9164
2020-11-11,Westwood,218,11378
2020-11-11,Weymouth,1111,32876
2020-11-11,Whately,9,615
2020-11-11,Whitman,309,8372
2020-11-11,Wilbraham,348,17316
2020-11-11,Williamsburg,17,2525
2020-11-11,Williamstown,102,34379
2020-11-11,Wilmington,486,14614
2020-11-11,Winchendon,132,5636
2020-11-11,Winchester,236,19469
2020-11-11,Windsor,3,356
2020-11-11,Winthrop,715,24673
2020-11-11,Woburn,1055,29180
2020-11-11,Worcester,7775,290433
2020-11-11,Worthington,3,636
2020-11-11,Wrentham,313,10355
2020-11-11,Yarmouth,163,11301
2020-11-18,Abington,418,10666
2020-11-18,Acton,263,15894
2020-11-18,Acushnet,256,6786
2020-11-18,Adams,54,4656
2020-11-18,Agawam,806,23208
2020-11-18,Alford,3,113
2020-11-18,Amesbury,285,10582
2020-11-18,Amherst,447,154178
2020-11-18,Andover,682,36385
2020-11-18,Aquinnah,3,280
2020-11-18,Arlington,508,40703
2020-11-18,Ashburnham,73,4531
2020-11-18,Ashby,43,1657
2020-11-18,Ashfield,8,992
2020-11-18,Ashland,474,14467
2020-11-18,Athol,139,8435
2020-11-18,Attleboro,1290,27843
2020-11-18,Auburn,390,13129
2020-11-18,Avon,122,3081
2020-11-18,Ayer,175,8606
2020-11-18,Barnstable,712,24187
2020-11-18,Barre,84,3274
2020-11-18,Becket,19,905
2020-11-18,Bedford,330,15668
2020-11-18,Belchertown,199,13140
2020-11-18,Bellingham,265,9424
2020-11-18,Belmont,344,24885
2020-11-18,Berkley,148,4284
2020-11-18,Berlin,39,2316
2020-11-18,Bernardston,17,1581
2020-11-18,Beverly,990,60241
2020-11-18,Billerica,971,28580
2020-11-18,Blackstone,129,5076
2020-11-18,Blandford,15,544
2020-11-18,Bolton,38,4029
2020-11-18,Boston,24587,1335650
2020-11-18,Bourne,278,14336
2020-11-18,Boxborough,44,3300
2020-11-18,Boxford,95,5722
2020-11-18,Boylston,51,3458
2020-11-18,Braintree,1158,31871
2020-11-18,Brewster,131,5570
2020-11-18,Bridgewater,551,26672
2020-11-18,Brimfield,33,2021
2020-11-18,Brockton,5910,81789
2020-11-18,Brookfield,39,2089
2020-11-18,Brookline,676,76177
2020-11-18,Buckland,16,162
2020-11-18,Burlington,455,17944
2020-11-18,Cambridge,1679,312540
2020-11-18,Canton,488,21003
2020-11-18,Carlisle,35,3238
2020-11-18,Carver,132,5963
2020-11-18,Charlemont,3,805
2020-11-18,Charlton,184,10232
2020-11-18,Chatham,49,3247
2020-11-18,Chelmsford,744,26489
2020-11-18,Chelsea,4468,51191
2020-11-18,Cheshire,11,1784
2020-11-18,Chester,6,565
2020-11-18,Chesterfield,10,608
2020-11-18,Chicopee,1212,38761
2020-11-18,Chilmark,5,1968
2020-11-18,Clarksburg,14,699
2020-11-18,Clinton,458,9901
2020-11-18,Cohasset,61,4974
2020-11-18,Colrain,5,970
2020-11-18,Concord,308,19609
2020-11-18,Conway,3,1227
2020-11-18,Cummington,7,725
2020-11-18,Dalton,48,3756
2020-11-18,Danvers,987,24967
2020-11-18,Dartmouth,889,28162
2020-11-18,Dedham,655,25623
2020-11-18,Deerfield,32,13955
2020-11-18,Dennis,135,6552
2020-11-18,Dighton,158,4573
2020-11-18,Douglas,125,5013
2020-11-18,Dover,48,4694
2020-11-18,Dracut,840,23924
2020-11-18,Dudley,207,23224
2020-11-18,Dunstable,30,1844
2020-11-18,Duxbury,216,10963
2020-11-18,East Bridgewater,282,8038
2020-11-18,East Brookfield,20,1222
2020-11-18,East Longmeadow,503,13815
2020-11-18,Eastham,25,2031
2020-11-18,Easthampton,211,21966
2020-11-18,Easton,478,43400
2020-11-18,Edgartown,55,5542
2020-11-18,Egremont,8,559
2020-11-18,Erving,11,1279
2020-11-18,Essex,32,1889
2020-11-18,Everett,3252,45931
2020-11-18,Fairhaven,493,13987
2020-11-18,Fall River,4069,73076
2020-11-18,Falmouth,339,23267
2020-11-18,Fitchburg,1510,31623
2020-11-18,Florida,3,280
2020-11-18,Foxborough,283,22941
2020-11-18,Framingham,3054,63257
2020-11-18,Franklin,376,19789
2020-11-18,Freetown,209,5291
2020-11-18,Gardner,357,16518
2020-11-18,Georgetown,126,5563
2020-11-18,Gill,3,2413
2020-11-18,Gloucester,460,18013
2020-11-18,Goshen,7,333
2020-11-18,Gosnold,5,111
2020-11-18,Grafton,218,15024
2020-11-18,Granby,85,4686
2020-11-18,Granville,22,899
2020-11-18,Great Barrington,89,11428
2020-11-18,Greenfield,260,13951
2020-11-18,Groton,84,10145
2020-11-18,Groveland,78,4316
2020-11-18,Hadley,62,10307
2020-11-18,Halifax,99,4218
2020-11-18,Hamilton,67,4724
2020-11-18,Hampden,143,4016
2020-11-18,Hancock,3,117
2020-11-18,Hanover,213,8503
2020-11-18,Hanson,200,6165
2020-11-18,Hardwick,13,1464
2020-11-18,Harvard,34,3814
2020-11-18,Harwich,188,6961
2020-11-18,Hatfield,40,2579
2020-11-18,Haverhill,2189,56769
2020-11-18,Hawley,0,51
2020-11-18,Heath,0,290
2020-11-18,Hingham,470,18125
2020-11-18,Hinsdale,7,1242
2020-11-18,Holbrook,299,7405
2020-11-18,Holden,285,16139
2020-11-18,Holland,17,1352
2020-11-18,Holliston,194,10611
2020-11-18,Holyoke,1783,38044
2020-11-18,Hopedale,94,4350
2020-11-18,Hopkinton,206,12819
2020-11-18,Hubbardston,27,2780
2020-11-18,Hudson,433,13940
2020-11-18,Hull,114,5622
2020-11-18,Huntington,31,1352
2020-11-18,Ipswich,148,8934
